,rank,image,name,company,marketCap,fullyDilutedMarketCap,yesterday_low,yesterday_high,yesterday_open,yesterday_close,yesterday_change,yesterday_volume,price,volume_24h,volume24hInMarketCap,dominance,circulatingSupply,maxSupplyValue,totalSupplyValue,price_change_24h,high_24h,low_24h,high_7d,low_7d,high_30d,low_30d,high_90d,low_90d,high_52w,low_52w,high_all_time,low_all_time,high_all_time_date,low_all_time_date,date,price_change_percentage
116,358,https://s2.coinmarketcap.com/static/img/coins/64x64/1750.png,GXChain,GXC,104508164.55,139344219.4,1.35,1.43,1.42,1.4,1.25,11281909.38,1.39,14820363.78,0.1418,0.01,75000000.0,100000000.0,99935303.0,0.01052,1.5,1.37,2.04,1.14,2.04,1.14,5.64,0.5344,5.64,0.3202,11.24,0.1912,"Jan 07, 2018","Mar 13, 2020",2022-01-26 21:31:53.195876,0.7568345323741008
117,358,https://s2.coinmarketcap.com/static/img/coins/64x64/5060.png,XeniosCoin,XNC,104316697.39,150440419.84,1.35,1.38,1.36,1.37,0.4,59815.89,1.37,54523.85,0.0005227,0.0,76274958.0,110000000.0,100413374.0,-0.0005123,1.4,1.36,1.5,1.29,1.5,1.29,2.11,0.8962,4.11,0.7371,4.11,0.06441,"Aug 23, 2021","Jan 12, 2020",2022-01-26 21:31:55.851847,-0.037394160583941606
118,361,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,Hyperion,HYN,102439954.83,5026911572.76,0.29,0.2903,0.2901,0.2902,0.02,0.0,0.5027,34.76,3.4e-07,0.0,203783085.0,10000000000.0,7876642307.0,0.2125,0.5346,0.2901,0.8425,0.29,0.8425,0.29,1.25,0.0001998,1.25,0.0001998,1.25,0.0001998,"Jan 01, 2022","Dec 06, 2021",2022-01-26 21:31:59.555097,42.27173264372389
119,370,https://s2.coinmarketcap.com/static/img/coins/64x64/2570.png,TomoChain,TOMO,100777461.6,113200923.33,1.05,1.13,1.07,1.12,4.26,5417968.16,1.13,6377431.82,0.06328,0.01,89025300.0,0.0,100000000.0,0.0135,1.2,1.1,1.48,0.955,1.48,0.955,3.78,0.955,3.92,0.955,3.92,0.1407,"Sep 06, 2021","Mar 13, 2020",2022-01-26 21:32:03.584776,1.1946902654867257
120,377,https://s2.coinmarketcap.com/static/img/coins/64x64/5221.png,Handshake,HNS,98158149.35,434616017.22,0.2014,0.2132,0.2049,0.2062,0.62,297480.04,0.213,383254.88,0.003904,0.01,460734572.0,2040000000.0,460734572.0,0.004801,0.2198,0.2014,0.2725,0.185,0.2725,0.185,0.5298,0.185,0.8528,0.1136,0.8528,0.07553,"May 05, 2021","Jun 28, 2020",2022-01-26 21:32:06.434157,2.2539906103286387
121,396,https://s2.coinmarketcap.com/static/img/coins/64x64/3626.png,RSK Smart Bitcoin,RBTC,89159643.54,777964421431.77,35610.12,37440.13,36492.41,36794.41,0.83,89969.46,37046.34,19475.98,0.0002184,0.01,2407.0,0.0,20999764.0,252.33,38886.68,36372.38,43280.02,33042.77,43280.02,33042.77,68645.08,33042.77,79765.45,28683.18,146324.97,3107.4,"Dec 13, 2019","Dec 14, 2018",2022-01-26 21:32:08.964852,0.681119916299424
122,415,https://s2.coinmarketcap.com/static/img/coins/64x64/3874.png,IRISnet,IRIS,82261801.61,141752644.91,0.06651,0.07064,0.06826,0.06917,1.33,2623716.07,0.06883,4065337.12,0.04942,0.0,1195192132.0,0.0,2059542127.0,-0.0007638,0.07319,0.06775,0.09626,0.06138,0.09626,0.06138,0.2171,0.06138,0.3177,0.05197,0.3177,0.008254,"Apr 11, 2021","Mar 13, 2020",2022-01-26 21:32:12.585324,-1.1096905419148628
123,419,https://s2.coinmarketcap.com/static/img/coins/64x64/4807.png,CertiK,CTK,80517444.69,131445699.27,1.16,1.29,1.16,1.24,6.9,13827186.75,1.24,14954410.17,0.1857,0.0,64707191.0,0.0,105635269.0,-0.01794,1.36,1.23,1.4,1.04,1.4,1.04,3.26,1.04,3.97,0.754,3.97,0.0,"Apr 06, 2021","Oct 23, 2020",2022-01-26 21:32:16.284271,-1.446774193548387
124,420,https://s2.coinmarketcap.com/static/img/coins/64x64/2665.png,Dero,DERO,80403331.67,132699663.09,6.85,7.41,7.37,6.93,5.87,368340.26,7.21,643674.79,0.008006,0.0,11148644.0,0.0,18400000.0,0.07995,7.5,6.85,10.27,6.07,10.27,6.07,27.02,6.07,27.28,0.5856,27.28,0.201,"Oct 10, 2021","Sep 19, 2018",2022-01-26 21:32:18.701782,1.108876560332871
125,426,https://s2.coinmarketcap.com/static/img/coins/64x64/2606.png,Wanchain,WAN,79019398.58,86112666.57,0.3857,0.4042,0.3973,0.3968,0.14,1478656.92,0.4101,2665557.34,0.03373,0.0,192701891.0,210000000.0,192701891.0,0.01489,0.4292,0.3905,0.5584,0.3715,0.5584,0.3715,1.17,0.3715,2.64,0.3674,9.92,0.07575,"May 03, 2018","Mar 13, 2020",2022-01-26 21:32:21.229339,3.630821750792489
126,422,https://s2.coinmarketcap.com/static/img/coins/64x64/9104.png,AIOZ Network,AIOZ,79109023.04,209270790.8,0.184,0.2224,0.1916,0.2091,9.09,1862711.15,0.2093,1347821.35,0.01704,0.0,378022287.0,1000000000.0,1000000000.0,-0.009077,0.2189,0.2,0.2779,0.1624,0.2779,0.1624,1.17,0.1624,2.67,0.1605,2.67,0.1605,"Apr 03, 2021","Jul 21, 2021",2022-01-26 21:32:23.696915,-4.336837075967511
127,433,https://s2.coinmarketcap.com/static/img/coins/64x64/1993.png,Kin,KIN,74001135.51,437875657.33,3.376e-05,4.157e-05,3.499e-05,4.151e-05,18.63,3376202.83,4.379e-05,4649216.45,0.06283,0.0,1690003412395.0,10000000000000.0,10000000000000.0,6.551e-06,4.559e-05,3.702e-05,5.204e-05,2.861e-05,5.204e-05,2.861e-05,0.0003832,2.861e-05,0.0005336,2.861e-05,0.001493,2.355e-06,"Jan 06, 2018","Jan 09, 2020",2022-01-26 21:32:26.098831,14.960036538022377
128,442,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,Shyft Network,SHFT,71983188.76,1263795568.12,0.4802,0.4919,0.4886,0.49,0.29,140985.97,0.5015,426808.61,0.005929,0.0,143534002.0,2520000000.0,2520000000.0,0.01406,0.5081,0.4839,0.6585,0.4576,0.6585,0.4576,0.8712,0.3501,6.4,0.3501,6.4,0.3501,"Mar 28, 2021","Dec 26, 2021",2022-01-26 21:32:30.152512,2.803589232303091
129,448,https://s2.coinmarketcap.com/static/img/coins/64x64/213.png,MonaCoin,MONA,69727919.06,111514302.57,0.989,1.02,0.9999,1.01,1.3,529385.64,1.06,841726.41,0.01207,0.0,65729675.0,105120000.0,65729675.0,0.05111,1.09,1.0,1.14,0.9701,1.14,0.9701,1.94,0.9701,4.36,0.9701,20.23,0.0196,"Dec 06, 2017","Jan 14, 2015",2022-01-26 21:32:32.826918,4.821698113207548
130,452,https://s2.coinmarketcap.com/static/img/coins/64x64/463.png,BitShares,BTS,68054825.91,81824380.29,0.02196,0.02297,0.02265,0.0227,0.21,3473323.73,0.02273,3832515.37,0.05632,0.0,2994660000.0,3600570502.0,2994660000.0,5.602e-05,0.02432,0.02246,0.03004,0.01999,0.03004,0.01999,0.06215,0.01999,0.1739,0.01999,0.9168,0.002387,"Jan 02, 2018","Jan 07, 2016",2022-01-26 21:32:35.298534,0.24645842498900133
131,454,https://s2.coinmarketcap.com/static/img/coins/64x64/6841.png,Phala Network,PHA,67855855.77,249470057.96,0.2402,0.2583,0.256,0.2446,4.47,10216956.55,0.2495,11161192.33,0.1645,0.0,272000000.0,1000000000.0,1000000000.0,0.005613,0.2636,0.2402,0.3637,0.2303,0.5296,0.2303,0.9378,0.2303,1.41,0.2303,1.41,0.07474,"May 15, 2021","Nov 26, 2020",2022-01-26 21:32:39.649511,2.249699398797595
132,470,https://s2.coinmarketcap.com/static/img/coins/64x64/1521.png,Komodo,KMD,64287371.63,99017516.15,0.4813,0.509,0.4902,0.4909,0.14,657425.61,0.4951,809289.21,0.01259,0.0,129850503.0,200000000.0,129850503.0,-0.0006722,0.5249,0.4855,0.6202,0.4487,0.6202,0.4487,1.61,0.4487,4.71,0.4487,15.41,0.002143,"Dec 21, 2017","Mar 13, 2017",2022-01-26 21:32:42.099258,-0.13577055140375682
133,474,https://s2.coinmarketcap.com/static/img/coins/64x64/5622.png,Darma Cash,DMCH,63451671.72,134825813.78,0.2861,0.2931,0.2862,0.293,2.39,44264.52,0.2931,35454.48,0.0005588,0.0,216485020.0,460000000.0,216485020.0,0.0001164,0.2932,0.293,0.2989,0.2861,0.2989,0.2861,0.8186,0.005096,1.9,0.005096,1.9,0.005096,"Aug 19, 2021","Nov 30, 2021",2022-01-26 21:32:44.463790,0.03971340839303991
134,475,https://s2.coinmarketcap.com/static/img/coins/64x64/3930.png,Thunder Token,TT,63483853.5,77605422.82,0.006883,0.007248,0.007187,0.007178,0.14,6110906.49,0.007761,30597463.08,0.482,0.0,8180337300.0,10000000000.0,10000000000.0,0.0005855,0.00816,0.007051,0.009416,0.006445,0.009416,0.006445,0.01986,0.006445,0.04028,0.004187,0.04028,0.002613,"Apr 03, 2021","Mar 13, 2020",2022-01-26 21:32:48.110778,7.544130910965081
135,486,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,LTO Network,LTO,60733154.63,82405597.09,0.189,0.2056,0.1986,0.2051,3.27,7265499.42,0.2043,11917487.46,0.1962,0.0,297301968.0,403393276.0,397969833.0,0.005339,0.2253,0.1939,0.3059,0.1712,0.3059,0.1712,0.8113,0.1712,0.9052,0.1333,0.9052,0.01969,"Apr 07, 2021","Dec 02, 2019",2022-01-26 21:32:51.024346,2.6133137542829172
136,511,https://s2.coinmarketcap.com/static/img/coins/64x64/2638.png,Cortex,CTXC,55215191.4,87224182.98,0.2838,0.3149,0.2916,0.295,1.18,13431533.09,0.2909,12244883.1,0.2218,0.0,189776475.0,299792458.0,299792458.0,-0.004308,0.3175,0.2875,0.3951,0.2325,0.3951,0.2325,1.36,0.1705,1.36,0.09696,2.41,0.03413,"Apr 30, 2018","Mar 16, 2020",2022-01-26 21:32:53.417274,-1.4809212787899622
137,514,https://s2.coinmarketcap.com/static/img/coins/64x64/4074.png,ScPrime,SCP,54565543.38,62428929.24,1.2,1.49,1.43,1.34,6.36,105358.81,1.35,48739.32,0.0008932,0.0,40479562.0,0.0,46313031.0,0.05504,1.42,1.2,2.0,1.15,2.0,1.15,3.6,0.224,3.6,0.01871,3.6,0.003701,"Jan 09, 2022","Dec 02, 2020",2022-01-26 21:32:55.936959,4.077037037037036
138,532,https://s2.coinmarketcap.com/static/img/coins/64x64/3175.png,Maro,MARO,50641368.15,71155776.66,0.06597,0.07248,0.06891,0.06947,0.82,1110405.28,0.07116,536653.37,0.0106,0.0,711697216.0,1000000000.0,956559371.0,0.002054,0.0761,0.06837,0.08735,0.05981,0.08735,0.05981,0.258,0.05981,0.8955,0.02047,0.8955,0.009605,"Apr 02, 2021","Jan 24, 2019",2022-01-26 21:32:58.234778,2.8864530635188306
139,531,https://s2.coinmarketcap.com/static/img/coins/64x64/2021.png,RChain,REV,50816730.19,69558004.43,0.07001,0.08773,0.07276,0.08748,20.24,1286742.03,0.07989,1161558.53,0.02286,0.0,636077419.0,0.0,870663574.0,0.003904,0.08797,0.07549,0.1004,0.06973,0.1004,0.06973,0.1469,0.06973,0.6264,0.02191,3.14,0.008209,"Jan 08, 2018","Mar 16, 2020",2022-01-26 21:33:00.574135,4.886719238953561
140,538,https://s2.coinmarketcap.com/static/img/coins/64x64/4003.png,Zenon,ZNN,49567856.29,55613447.06,7.45,10.12,9.85,8.21,16.67,208182.53,7.83,321006.51,0.006476,0.0,6330750.0,0.0,7102886.0,-1.21,9.06,7.11,14.12,7.11,14.12,7.11,14535421.57,3.0,14535421.57,3.0,14535421.57,0.1752,"Nov 21, 2021","Oct 20, 2019",2022-01-26 21:33:03.435862,-15.453384418901658
141,537,https://s2.coinmarketcap.com/static/img/coins/64x64/8541.png,SifChain,erowan,49743895.86,114075546.75,0.09136,0.102,0.09845,0.09297,5.57,272982.27,0.09196,267086.99,0.005369,0.0,540915833.0,0.0,1240459123.0,-0.002614,0.09867,0.08228,0.1553,0.08092,0.1553,0.08092,0.4467,0.08092,1.43,0.08092,1.43,0.08092,"Mar 17, 2021","Jan 24, 2022",2022-01-26 21:33:07.198198,-2.8425402348847326
142,550,https://s2.coinmarketcap.com/static/img/coins/64x64/4268.png,NewYork Exchange,NYE,47967184.89,4059247944.8,6.93,7.32,7.31,6.93,5.17,454771.16,6.77,475186.56,0.009906,0.0,7090060.0,600000000.0,381966631.0,-0.4627,7.85,6.76,8.64,6.42,8.64,6.42,17.51,6.42,25.84,3.24,25.84,1.58,"Mar 10, 2021","Oct 28, 2019",2022-01-26 21:33:10.693865,-6.834564254062039
143,556,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,FIO Protocol,FIO,45785172.41,97286293.93,0.09188,0.09612,0.09467,0.09426,0.44,2439986.61,0.09729,2312054.21,0.0505,0.0,470623050.0,1000000000.0,806105127.0,0.004306,0.1012,0.09188,0.1378,0.08421,0.1378,0.08421,0.437,0.08421,0.5691,0.06642,0.5691,0.05809,"Apr 06, 2021","Jan 05, 2021",2022-01-26 21:33:13.169649,4.425943056840374
144,563,https://s2.coinmarketcap.com/static/img/coins/64x64/1883.png,Adshares,ADS,44622556.75,79217812.86,1.94,2.07,1.99,2.04,2.43,2770650.0,2.04,2870091.6,0.06432,0.0,21832088.0,38758206.0,38758206.0,-0.01064,2.16,2.03,2.34,1.87,2.34,1.87,1548.86,1.63,1548.86,0.02073,1548.86,0.004805,"Jan 19, 2022","Mar 06, 2019",2022-01-26 21:33:15.599179,-0.5215686274509803
145,563,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,Firo,FIRO,44513022.97,74231299.43,3.4,3.57,3.44,3.56,3.43,2114777.86,3.47,2622337.79,0.05891,0.0,12832575.0,21400000.0,12427855.0,-0.07068,3.71,3.47,4.53,3.11,4.53,3.11,9.74,3.11,25.14,3.11,169.99,0.2751,"Dec 26, 2017","Dec 02, 2016",2022-01-26 21:33:18.027138,-2.036887608069164
146,566,https://s2.coinmarketcap.com/static/img/coins/64x64/2062.png,Aion,AION,43731372.63,43731372.63,0.08284,0.08732,0.0867,0.08499,1.97,3525836.83,0.08728,4288693.11,0.09807,0.0,501044117.0,0.0,501044117.0,0.001099,0.09256,0.08395,0.1481,0.07582,0.1481,0.07582,0.3483,0.07582,0.6905,0.0646,11.51,0.04064,"Jan 07, 2018","Mar 13, 2020",2022-01-26 21:33:20.410232,1.25916590284143
147,571,https://s2.coinmarketcap.com/static/img/coins/64x64/3218.png,Energi,NRG,43199496.71,43199496.71,0.8426,0.9133,0.8926,0.8904,0.25,177308.09,0.8731,154847.7,0.003584,0.0,49478873.0,0.0,49478873.0,-0.003435,0.9396,0.8698,1.05,0.8022,1.05,0.8022,3.04,0.8022,4.57,0.8022,9.9,0.245,"Jun 25, 2019","Sep 19, 2018",2022-01-26 21:33:23.006385,-0.3934257244301913
148,572,https://s2.coinmarketcap.com/static/img/coins/64x64/1866.png,Bytom,BTM,42805060.87,55018244.86,0.02611,0.02763,0.02744,0.0269,2.0,4347035.29,0.0262,3745799.44,0.08751,0.0,1633833069.0,2100000000.0,1730638425.0,-0.000699,0.02814,0.02596,0.03458,0.02493,0.03458,0.02493,0.07255,0.02449,0.2882,0.02449,1.17,0.02449,"Apr 24, 2018","Jan 24, 2022",2022-01-26 21:33:25.825845,-2.6679389312977095
149,576,https://s2.coinmarketcap.com/static/img/coins/64x64/258.png,Groestlcoin,GRS,42237846.65,55921186.35,0.5009,0.522,0.5212,0.5191,0.41,2644520.16,0.5326,7741072.25,0.1833,0.0,79307579.0,105000000.0,79307579.0,0.01494,0.5584,0.511,0.696,0.4757,0.696,0.4757,1.1,0.4757,2.79,0.3246,2.79,6.022e-05,"Apr 09, 2021","Nov 17, 2014",2022-01-26 21:33:28.353088,2.805107022155464
150,581,https://s2.coinmarketcap.com/static/img/coins/64x64/1312.png,Steem Dollars,SBD,41495350.77,41495350.77,3.68,3.95,3.95,3.88,1.75,1016280.04,3.98,3038138.59,0.07322,0.0,10418358.0,0.0,10418358.0,0.1089,4.15,3.79,5.65,3.68,5.65,3.68,7.95,3.68,16.53,2.71,22.34,0.2603,"May 17, 2017","Oct 23, 2020",2022-01-26 21:33:30.763584,2.736180904522613
151,580,https://s2.coinmarketcap.com/static/img/coins/64x64/2530.png,Fusion,FSN,41875130.44,48505128.22,0.5496,0.5765,0.5619,0.5713,1.68,4102409.28,0.5921,2392196.82,0.05713,0.0,70722639.0,81920000.0,70354039.0,0.01922,0.5992,0.5626,0.7242,0.5273,0.7242,0.5273,1.98,0.4605,2.71,0.1744,12.6,0.07753,"May 05, 2018","Mar 14, 2020",2022-01-26 21:33:33.068720,3.2460732984293195
152,586,https://s2.coinmarketcap.com/static/img/coins/64x64/2662.png,Haven Protocol,XHV,40803690.68,40803690.68,1.71,1.87,1.83,1.76,3.82,747544.05,1.81,681931.37,0.01671,0.0,22549682.0,0.0,22549682.0,0.008474,1.93,1.71,3.06,1.65,3.06,1.65,21.14,1.65,28.99,1.65,28.99,0.07652,"Apr 15, 2021","Sep 25, 2019",2022-01-26 21:33:35.807624,0.4681767955801105
153,593,https://s2.coinmarketcap.com/static/img/coins/64x64/2992.png,Apollo Currency,APL,40305071.74,40305071.74,0.001877,0.00213,0.002075,0.001919,7.51,3029686.61,0.001904,2934041.36,0.0728,0.0,21165096531.0,0.0,21165096531.0,-1.381e-05,0.002012,0.001886,0.002603,0.001877,0.002603,0.001877,0.004124,0.00178,0.009948,0.0007979,0.05699,0.0002459,"Nov 22, 2020","Nov 23, 2020",2022-01-26 21:33:38.638057,-0.72531512605042
154,608,https://s2.coinmarketcap.com/static/img/coins/64x64/2092.png,NULS,NULS,38233332.81,80595666.58,0.3508,0.3826,0.3805,0.3603,5.32,13828912.45,0.3838,14969534.08,0.3915,0.0,99620739.0,210000000.0,111697638.0,0.0227,0.413,0.3567,0.5711,0.3148,0.5711,0.3148,1.9,0.3148,2.03,0.2763,8.54,0.0948,"Jan 10, 2018","Oct 28, 2017",2022-01-26 21:33:41.489529,5.9145388223032835
155,604,https://s2.coinmarketcap.com/static/img/coins/64x64/5031.png,MimbleWimbleCoin,MWC,38553517.83,71311445.68,3.19,3.63,3.27,3.3,0.77,147036.67,3.57,104459.65,0.002709,0.0,10812715.0,20000000.0,10812715.0,-0.01828,3.77,3.26,6.8,2.86,6.8,2.86,10.21,2.86,25.47,2.66,32.49,2.37,"Feb 25, 2020","Dec 12, 2020",2022-01-26 21:33:44.083593,-0.5120448179271709
156,616,https://s2.coinmarketcap.com/static/img/coins/64x64/2941.png,CoinEx Token,CET,36354872.97,0.0,0.0481,0.05032,0.04884,0.05032,3.02,960979.5,0.0513,1218377.74,0.03351,0.0,708633582.0,0.0,5817096877.0,0.001717,0.05276,0.04952,0.06403,0.04526,0.06403,0.04526,0.1208,0.04526,0.1459,0.009723,0.1459,0.003805,"May 12, 2021","Dec 07, 2018",2022-01-26 21:33:46.958775,3.3469785575048734
157,631,https://s2.coinmarketcap.com/static/img/coins/64x64/4078.png,Super Zero Protocol,SERO,34945883.76,66101095.86,0.1006,0.1058,0.1007,0.1027,2.04,477824.29,0.1021,379902.54,0.01087,0.0,342245953.0,647367590.0,625988931.0,0.0001716,0.1043,0.1016,0.1105,0.09572,0.1105,0.09572,0.1644,0.08639,0.4397,0.08639,0.4397,0.02999,"Apr 10, 2021","Mar 13, 2020",2022-01-26 21:33:49.954374,0.16807051909892262
158,634,https://s2.coinmarketcap.com/static/img/coins/64x64/5049.png,VerusCoin,VRSC,34578216.93,43429726.3,0.4845,0.5805,0.5247,0.5309,1.18,28459.28,0.5199,15908.71,0.0004601,0.0,66513673.0,83540184.0,66513673.0,-0.05738,0.5786,0.5096,0.6951,0.4565,0.6951,0.4565,1.23,0.4565,3.42,0.2246,3.42,0.04129,"Apr 26, 2021","Jan 23, 2021",2022-01-26 21:33:53.182754,-11.036737834198885
159,637,https://s2.coinmarketcap.com/static/img/coins/64x64/3702.png,Beam,BEAM,33889872.59,83788154.35,0.296,0.3157,0.3127,0.311,0.55,5189516.4,0.3188,3821278.41,0.1128,0.0,106294960.0,262800000.0,106294960.0,0.007188,0.3374,0.3058,0.4525,0.2712,0.4525,0.2712,1.31,0.2712,2.07,0.2712,3.18,0.1483,"Jan 28, 2019","Mar 13, 2020",2022-01-26 21:33:55.668631,2.254705144291092
160,637,https://s2.coinmarketcap.com/static/img/coins/64x64/372.png,Bytecoin,BCN,33608147.29,33681760.97,0.000172,0.0001839,0.0001817,0.000175,3.68,52489.62,0.0001826,43618.91,0.001298,0.0,184066828814.0,184470000000.0,184066828814.0,6.253e-06,0.0001924,0.0001704,0.000332,0.0001704,0.000332,0.0001704,0.001445,0.0001704,0.01192,0.0001466,0.03013,5.61e-06,"May 08, 2018","Nov 29, 2014",2022-01-26 21:33:58.163298,3.4244249726177443
161,641,https://s2.coinmarketcap.com/static/img/coins/64x64/1700.png,Aeternity,AE,33103843.99,50729184.75,0.07784,0.1003,0.08929,0.08877,0.58,1939197.7,0.09459,4320668.5,0.1305,0.0,349972378.0,536306702.0,395793321.0,-0.004522,0.1011,0.08209,0.11,0.07734,0.11,0.07734,0.2677,0.07734,0.5318,0.07532,5.86,0.0545,"Apr 29, 2018","Mar 13, 2020",2022-01-26 21:34:00.779402,-4.780632202135533
162,641,https://s2.coinmarketcap.com/static/img/coins/64x64/5115.png,TerraKRW,KRT,32801912.93,32802529.7,0.0008448,0.000856,0.0008459,0.0008463,0.05,34848.25,0.0008459,72013.01,0.002195,0.0,38776593376.0,0.0,38777322485.0,-4.669e-07,0.000859,0.0008416,0.0008691,0.0007536,0.0008691,0.0007536,0.00125,7.199e-05,0.00125,7.199e-05,0.003216,7.199e-05,"Jan 03, 2021","Nov 10, 2021",2022-01-26 21:34:03.206949,-0.055195649603972094
163,647,https://s2.coinmarketcap.com/static/img/coins/64x64/1107.png,PAC Protocol,PAC,32086161.14,99965848.57,0.001972,0.002248,0.002171,0.002051,5.55,178329.69,0.001999,229608.06,0.007156,0.0,16048561386.0,50000000000.0,16023129470.0,-0.000168,0.002194,0.001946,0.002674,0.001822,0.002674,0.001822,0.006485,0.001822,0.01909,0.0004555,0.01909,2.312e-09,"Mar 24, 2021","Sep 17, 2016",2022-01-26 21:34:05.782182,-8.404202101050526
164,666,https://s2.coinmarketcap.com/static/img/coins/64x64/3704.png,v.systems,VSYS,30308385.94,53883773.07,0.0115,0.01277,0.01202,0.01215,1.06,1986722.97,0.01226,942680.28,0.0311,0.0,2472980292.0,0.0,4396588756.0,9.791e-05,0.01277,0.01197,0.01651,0.01116,0.01651,0.01116,0.02671,0.01116,0.07301,0.01116,0.2975,0.01116,"Jul 29, 2019","Jan 24, 2022",2022-01-26 21:34:08.739814,0.7986133768352366
165,683,https://s2.coinmarketcap.com/static/img/coins/64x64/6641.png,AhaToken,AHT,28750146.31,92156291.5,0.007889,0.008444,0.008434,0.008354,0.94,864883.94,0.008777,5394944.62,0.1876,0.0,3275701868.0,10500000000.0,7773367076.0,0.0004606,0.009439,0.008145,0.01092,0.007556,0.01092,0.007556,0.02337,0.007556,0.03368,0.003568,0.03368,0.003568,"Oct 09, 2021","Jun 22, 2021",2022-01-26 21:34:11.090095,5.247806767688276
166,682,https://s2.coinmarketcap.com/static/img/coins/64x64/5274.png,Edgeware,EDG,28799764.79,32101187.26,0.004163,0.005037,0.004188,0.004686,11.88,1295948.01,0.004824,1747524.59,0.06068,0.0,5970131015.0,0.0,6654508990.0,0.0001137,0.005303,0.004595,0.006407,0.003691,0.006407,0.003691,0.03893,0.003691,0.0562,0.003691,0.0562,0.001383,"Mar 30, 2021","Mar 13, 2020",2022-01-26 21:34:13.831901,2.356965174129353
167,701,https://s2.coinmarketcap.com/static/img/coins/64x64/2346.png,WaykiChain,WICC,27394806.17,27394806.17,0.1293,0.1392,0.1325,0.1324,0.05,3392604.71,0.1305,1084345.08,0.03958,0.0,210000000.0,0.0,210000000.0,-0.002544,0.1375,0.1301,0.1726,0.1222,0.1726,0.1222,0.423,0.1222,0.6962,0.1079,2.85,0.09286,"May 06, 2018","Dec 07, 2018",2022-01-26 21:34:16.717185,-1.9494252873563216
168,698,https://s2.coinmarketcap.com/static/img/coins/64x64/2748.png,Oxen,OXEN,27485470.36,27485470.36,0.4596,0.4971,0.4786,0.4627,3.33,156619.11,0.4833,97025.46,0.00353,0.0,56873665.0,0.0,56873665.0,0.02104,0.5008,0.4596,0.6047,0.4464,0.6047,0.4464,1.25,0.4464,2.35,0.4464,2.35,0.1006,"Apr 22, 2021","Jun 26, 2019",2022-01-26 21:34:21.244860,4.353403683012622
169,711,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png,POA Network,POA,26664553.09,26664553.09,0.01034,0.08784,0.01049,0.06703,539.24,13.51,0.0904,12.21,4.6e-07,0.0,294965004.0,0.0,294965004.0,0.02286,0.09392,0.06659,0.1155,0.01034,0.1155,0.01034,1.87,1.688e-05,1.87,1.688e-05,1.87,1.688e-05,"Jan 12, 2022","Jan 12, 2022",2022-01-26 21:34:23.906206,25.287610619469024
170,706,https://s2.coinmarketcap.com/static/img/coins/64x64/8245.png,Hydra,HYDRA,27043663.73,121460258.04,6.45,7.22,6.66,6.76,1.42,863691.35,7.01,685634.77,0.02535,0.0,3858584.0,0.0,17329923.0,-0.0293,7.13,6.7,9.86,6.36,9.86,6.36,18.47,6.36,52.18,1.4,52.18,1.4,"Apr 03, 2021","Feb 02, 2021",2022-01-26 21:34:28.182801,-0.41797432239657634
171,710,https://s2.coinmarketcap.com/static/img/coins/64x64/5524.png,TNC Coin,TNC,26758807.66,899645848.23,0.004424,0.005985,0.00578,0.004583,20.71,1391789.29,0.004573,1377222.43,0.05147,0.0,5851183164.0,0.0,196719999947.0,4.755e-05,0.005784,0.004085,0.008542,0.003691,0.008542,0.003691,0.01752,0.002416,0.04973,0.002358,0.3202,0.002358,"May 13, 2020","Oct 27, 2021",2022-01-26 21:34:30.588811,1.039798819155915
172,712,https://s2.coinmarketcap.com/static/img/coins/64x64/118.png,ReddCoin,RDD,26754823.07,26754823.07,0.000726,0.001089,0.0008209,0.0007421,9.6,61379.49,0.0008802,37890.83,0.001416,0.0,30397274955.0,0.0,30397274955.0,0.0001389,0.0008902,0.0007321,0.001165,0.0006305,0.001165,0.0006305,0.003469,0.0006305,0.01299,0.0006305,0.03239,6.036e-06,"Jan 07, 2018","May 19, 2015",2022-01-26 21:34:33.085255,15.780504430811176
173,728,https://s2.coinmarketcap.com/static/img/coins/64x64/2937.png,VITE,VITE,25131776.65,51934316.05,0.04777,0.05,0.04924,0.04934,0.21,3324740.03,0.05033,3315608.13,0.1319,0.0,499372765.0,0.0,1031943875.0,0.001028,0.05255,0.04847,0.071,0.04497,0.071,0.04497,0.1566,0.04497,0.3486,0.01961,0.3486,0.005328,"Apr 10, 2021","Mar 13, 2020",2022-01-26 21:34:36.477707,2.042519372143851
174,731,https://s2.coinmarketcap.com/static/img/coins/64x64/3481.png,Peony,PNY,24917856.1,279977239.74,0.1899,0.2265,0.2053,0.2214,7.85,62521.87,0.2333,147301.42,0.005911,0.0,106799493.0,1200000000.0,106799493.0,0.02612,0.258,0.2018,0.3029,0.1118,0.3029,0.1118,1.39,0.1118,1.39,0.006202,1.39,0.0002125,"Dec 22, 2021","Feb 20, 2019",2022-01-26 21:34:38.963736,11.195885126446635
